p,m_k,n_k,q_k
1490706977,28,2,34961
1490813417,12,2,38611
1492972337,4,2,38639
1492976417,12,2,38639
1493049353,30,2,20477
1494385913,22,2,38603
1495291817,8,2,38669
1496172473,18,2,38677
1496340137,20,2,38669
1497568937,28,2,35059
1497616697,12,2,38699
1498493993,18,2,38707
1498541537,4,2,38711
1499214953,30,2,20627
1499504273,26,2,37847
1499732873,18,2,38723
1500817313,18,2,38737
1501217777,28,2,35111
1501330073,6,2,38747
1501485257,8,2,38749
1501592153,18,2,38747
1502521673,30,2,20707
1502935913,30,2,20717
1503887657,28,2,35149
1504013873,30,2,20743
1504049513,26,2,37907
1504121153,6,2,38783
1504137473,14,2,38783
1505524313,22,2,38747
1505790257,20,2,38791
1506138737,8,4,197
1506204017,16,4,197
1506673073,30,2,20807
1507074137,12,2,38821
1507135577,16,2,38821
1508001893,2,2,38833
1508264033,18,2,38833
1509400457,8,2,38851
1509749537,24,2,38639
1512068777,24,2,38669
1512510137,8,2,38891
1512518633,30,2,20947
1513443413,2,2,38903
1513705553,18,2,38903
1514683073,26,2,38047
1514837993,22,2,38867
1514844257,4,2,38921
1514844497,8,2,38921
1514909777,16,2,38921
1515287993,30,2,21013
1515318737,24,2,38711
1515779513,10,2,38933
1517336273,6,2,38953
1517337233,10,2,38953
1517560313,30,2,21067
1517598353,18,2,38953
1517637713,22,2,38903
1518262217,24,2,38749
1518742937,12,2,38971
1519207553,10,2,38977
1519787417,20,2,38971
1520250617,28,2,35381
1520470433,14,2,38993
1521530513,22,2,38953
1522630793,30,2,21187
1523828753,26,2,38167
1524199697,4,2,39041
1524355853,2,2,39043
1524592193,26,2,38177
1524845953,1,3,1151
1524845983,5,3,1151
1524846079,7,3,1151
1524930353,18,2,39047
1525050353,26,2,38183
1525067057,28,2,35449
1525176833,30,2,21247
1525370239,19,3,1151
1526177417,24,2,38851
1526988833,22,2,39023
1527168257,4,2,39079
1527949937,4,2,39089
1527954017,12,2,39089
1528156313,30,2,21317
1528837553,18,2,39097
1529044613,2,2,39103
1529045633,10,2,39103
1529357513,6,2,39107
1529358473,10,2,39107
1529826773,2,2,39113
1530088913,18,2,39113
1530176897,28,2,35521
1530300257,12,2,39119
1530717953,30,2,21377
1531861337,4,2,39139
1531865417,12,2,39139
1531931393,26,2,38273
1533003233,26,2,38287
1533238913,22,2,39103
1533270653,2,2,39157
1533649457,16,2,39161
1533740633,6,2,39163
1534002713,18,2,39163
1534573913,30,2,21467
1534632497,20,2,39161
1535516057,24,2,38971
1536000017,16,2,39191
1536527753,26,2,38333
1536561617,4,2,39199
1536627137,16,2,39199
1537464953,22,2,39157
1537973093,2,2,39217
1538235233,18,2,39217
1538394257,20,2,39209
1538446073,30,2,21557
1539308753,30,2,21577
1540641017,4,2,39251
1540641257,8,2,39251
1540747697,20,2,39239
1541131313,26,2,38393
1541689577,20,2,39251
1544634137,16,2,39301
1544996897,28,2,35729
1545196193,30,2,21713
1545742073,26,2,38453
1546088633,18,2,39317
1547805353,30,2,21773
1547872673,10,2,39343
1548133793,18,2,39343
1549130897,4,2,39359
1549760753,6,2,39367
1549761713,10,2,39367
1550020793,22,2,39317
1550495273,18,2,39373
1551020753,6,2,39383
1551282833,18,2,39383
1552123673,6,2,39397
1553729657,28,2,35851
1555434977,8,2,39439
1556317913,22,2,39397
1557418217,24,2,39251
1558400383,25,3,1151
1560487073,6,2,39503
1560694313,30,2,22067
1561026617,16,2,39509
1561119377,8,2,39511
1561123217,12,2,39511
1561913537,12,2,39521
1563019193,26,2,38677
1564257113,26,2,38693
1564281617,4,2,39551
1564281857,8,2,39551
1565230973,2,2,39563
1565247353,14,2,39563
1565705777,4,2,39569
1565706017,8,2,39569
1565709857,12,2,39569
1565771297,16,2,39569
1566659657,12,2,39581
1568304737,16,4,199
1568714453,2,2,39607
1568714513,6,2,39607
1568730833,14,2,39607
1568976593,18,2,39607
1569665417,8,2,39619
1569730697,16,2,39619
1569982133,2,2,39623
1569983153,10,2,39623
1570620257,12,2,39631
1572211937,24,2,39439
1572901817,16,2,39659
1573037779,5,3,1163
1573158617,24,2,39451
1573470953,6,2,39667
1573487273,14,2,39667
1573788497,8,2,39671
1573853777,16,2,39671
1573884617,28,2,36131
1577879033,30,2,22453
1578647537,20,2,39719
1578711353,6,2,39733
1578712313,10,2,39733
1578973433,18,2,39733
1580937377,8,2,39761
1581641753,26,2,38917
1582108793,26,2,38923
1582434377,16,2,39779
1583432777,24,2,39581
1585712057,4,2,39821
1586052857,28,2,36299
1586349497,8,2,39829
1587305297,4,2,39841
1587397817,20,2,39829
1587505217,28,2,36319
1587562913,26,2,38993
1587783413,2,2,39847
1589059793,10,2,39863
1589537177,4,2,39869
1589613497,24,2,39659
1590384233,22,2,39827
1590653693,2,2,39883
1590972833,6,2,39887
1590973793,10,2,39887
1592089817,4,2,39901
1592594777,28,2,36389
1592774753,22,2,39857
1592806913,30,2,22783
1593138377,20,2,39901
1594369433,22,2,39877
1595167073,22,2,39887
1596242213,2,2,39953
1596504353,18,2,39953
1597110857,28,2,36451
1597684937,12,2,39971
1598320697,8,2,39979
1598640293,2,2,39983
1598729417,20,2,39971
1599124217,12,2,39989
1599146057,24,2,39779
1599158273,22,2,39937
1600720097,4,2,40009
1601040173,2,2,40013
1601768657,20,2,40009
1602803297,28,2,36529
1603125617,12,2,40039
1603223513,18,2,40037
1603524113,30,2,23017
1603529537,20,2,40031
1603680137,28,2,36541
1604170097,20,2,40039
1604995937,28,2,36559
1605081953,26,2,39217
1605873497,28,2,36571
1606337153,26,2,39233
1606771787,20,3,1171
1606983953,14,2,40087
1607448653,2,2,40093
1609238273,22,2,40063
1609340273,30,2,23143
1610192513,14,2,40127
1610402177,16,2,40129
1610438273,18,2,40127
1611048713,26,2,39293
1611642953,22,2,40093
1612279793,14,2,40153
1612525553,18,2,40153
1612935353,26,2,39317
1613082953,14,2,40163
1613151377,20,2,40151
1613197697,28,2,36671
1614980513,26,2,39343
1615097657,24,2,39979
1616305673,30,2,23293
1617101753,14,2,40213
1618129553,26,2,39383
1618170713,30,2,23333
1618189577,28,2,36739
1618560563,28,5,67
1619017193,10,2,40237
1620304073,6,2,40253
1620305033,10,2,40253
1620386657,20,2,40241
1621130297,28,2,36779
1621277417,28,2,36781
1622720153,6,2,40283
1622859113,26,2,39443
1624498313,22,2,40253
1626431033,22,2,40277
1627732193,30,2,23537
1628207297,12,2,40351
1628687513,6,2,40357
1628880017,24,2,40151
1629075857,16,2,40361
1629145313,30,2,23567
1630325777,24,2,40169
1634342153,30,2,23677
1634342393,6,2,40427
1634504297,8,2,40429
1634508137,12,2,40429
1634604473,18,2,40427
1635089633,18,2,40433
1635310577,24,2,40231
1635823313,26,2,39607
1638612113,30,2,23767
1638873293,2,2,40483
1638874313,10,2,40483
1639197233,6,2,40487
1639459313,18,2,40487
1639945193,18,2,40493
1639980737,24,2,40289
1640234537,16,2,40499
1640579753,26,2,39667
1640817053,2,2,40507
1641793457,12,2,40519
1641854897,16,2,40519
1642766057,12,2,40531
1642898273,30,2,23857
1643067593,22,2,40483
1643391473,22,2,40487
1643996993,18,2,40543
1647737029,19,3,1181
1648117433,10,2,40597
1648132793,14,2,40597
1648638353,30,2,23977
1649226737,28,2,37159
1650553193,6,2,40627
1650554153,10,2,40627
1650862217,28,2,37181
1651366793,10,2,40637
1651382153,14,2,40637
1651457177,28,2,37189
1653298793,26,2,39827
1653732713,30,2,24083
1654747433,22,2,40627
1654892273,26,2,39847
1655178593,30,2,24113
1655560073,22,2,40637
1655601349,23,3,1181
1655920313,6,2,40693
1656182393,18,2,40693
1656336593,30,2,24137
1656408857,8,2,40699
1657222937,8,2,40709
1657226777,12,2,40709
1659527033,30,2,24203
1659666137,4,2,40739
1659666377,8,2,40739
1659670217,12,2,40739
1660396937,28,2,37309
1661361617,16,2,40759
1661638553,14,2,40763
1661809697,24,2,40559
1661884313,18,2,40763
1662274697,8,2,40771
1662278537,12,2,40771
1662339977,16,2,40771
1662344657,20,2,40759
1663323017,20,2,40771
1663579433,6,2,40787
1664279777,28,2,37361
1665701033,6,2,40813
1665701993,10,2,40813
1665717353,14,2,40813
1665749153,26,2,39983
1665816473,22,2,40763
1665963113,18,2,40813
1666191017,8,2,40819
1666779473,18,2,40823
1667239337,20,2,40819
1667868737,28,2,37409
1668052817,16,2,40841
1668055817,20,2,40829
1668477413,2,2,40847
1668706337,16,2,40849
1668968633,10,2,40853
1670112713,10,2,40867
1670373833,18,2,40867
1671202073,30,2,24443
1671419693,2,2,40883
1671681833,18,2,40883
1672446331,7,3,1187
1672580993,14,2,40897
1672669553,30,2,24473
1672671713,22,2,40847
1673055413,2,2,40903
1673055473,6,2,40903
1673999897,24,2,40709
1674305993,22,2,40867
1676067257,16,2,40939
1676297033,30,2,24547
1676758913,22,2,40897
1676820617,4,2,40949
1676824697,12,2,40949
1677421217,24,2,40751
1677869057,16,2,40961
1678557473,30,2,24593
1679213633,22,2,40927
1680426113,6,2,40993
1681518737,28,2,37591
1681906217,12,2,41011
1682394353,6,2,41017
1682656433,18,2,41017
1682696153,30,2,24677
1683683633,30,2,24697
1684872593,14,2,41047
1685184617,4,2,41051
1685418017,24,2,40849
1687648817,8,2,41081
1688697137,20,2,41081
1689050513,22,2,41047
1689828953,26,2,40283
1690279793,10,2,41113
1690607753,6,2,41117
1690624073,14,2,41117
1692582137,8,2,41141
1692647417,16,2,41141
1692762833,14,2,41143
1692807737,20,2,41131
1693240217,4,2,41149
1693244297,12,2,41149
1694288777,20,2,41149
1695545333,2,2,41177
1695775577,16,2,41179
1696394033,30,2,24953
1697522417,4,2,41201
1697582297,20,2,41189
1697687213,2,2,41203
1697703593,14,2,41203
1697936059,1,3,1193
1698679337,24,2,41011
1701043937,20,2,41231
1702140053,2,2,41257
1702636193,10,2,41263
1702705673,22,2,41213
1703099393,30,2,25087
1703601233,30,2,25097
1704178937,20,2,41269
1704354593,22,2,41233
1705107953,30,2,25127
1705607417,4,2,41299
1705982153,26,2,40483
1706306033,26,2,40487
1706415233,30,2,25153
1706918393,30,2,25163
1707925313,30,2,25183
1708416953,6,2,41333
1709078537,8,2,41341
1710663593,18,2,41357
1710843713,26,2,40543
1711751537,28,2,37991
1712883833,6,2,41387
1712900153,14,2,41387
1713049337,4,2,41389
1713881297,12,2,41399
1714299617,24,2,41201
1716009473,30,2,25343
1716719273,30,2,25357
1718367593,14,2,41453
1718613353,18,2,41453
1719230873,22,2,41413
1719513113,10,2,41467
1720507697,8,2,41479
1720572977,16,2,41479
1721503097,4,2,41491
1721503337,8,2,41491
1722106193,30,2,25463
1722847433,14,2,41507
1723329173,2,2,41513
1723329233,6,2,41513
1723993697,8,2,41521
1724058977,16,2,41521
1725165353,30,2,25523
1725488537,4,2,41539
1725492617,12,2,41539
1725554057,16,2,41539
1725837233,14,2,41543
1725855497,24,2,41341
1725880193,30,2,25537
1726082993,18,2,41543
1727025353,22,2,41507
1728813497,8,2,41579
1729127417,28,2,38219
1729861817,20,2,41579
1729977653,2,2,41593
1729977713,6,2,41593
1729994033,14,2,41593
1730044817,28,2,38231
1730239793,18,2,41593
1730688233,26,2,40787
1730809673,6,2,41603
1731260893,29,3,1061
1731308897,4,2,41609
1731974693,2,2,41617
1732357457,20,2,41609
1732807133,2,2,41627
1732844753,30,2,25673
1734171953,22,2,41593
1734734753,18,2,41647
1734806057,8,2,41651
1735003913,22,2,41603
1735248857,28,2,38299
1735586273,26,2,40847
1735929113,30,2,25733
1736076473,26,2,40853
1736305577,4,2,41669
1736305817,8,2,41669
1736309657,12,2,41669
1736371097,16,2,41669
1737305777,4,2,41681
1737473993,30,2,25763
1737547697,28,2,38329
1738068113,18,2,41687
1739673473,26,2,40897
1740604577,24,2,41519
1741309697,8,2,41729
1742265737,24,2,41539
1742619353,26,2,40933
1743981137,4,2,41761
1744046657,16,2,41761
1744816457,4,2,41771
1744820537,12,2,41771
1745029697,20,2,41761
1745317793,6,2,41777
1745377217,28,2,38431
1746761057,28,2,38449
1747992497,4,2,41809
1747992737,8,2,41809
1748086097,24,2,41609
1749585833,30,2,25997
1749897833,30,2,26003
1750836713,6,2,41843
1751506457,8,2,41851
1752249497,24,2,41659
1752510833,6,2,41863
1752521273,22,2,41813
1753850897,8,2,41879
1754064713,30,2,26083
1754082977,24,2,41681
1754520773,2,2,41887
1754521793,10,2,41887
1754899217,20,2,41879
1755285593,18,2,41893
1755358673,6,2,41897
1755374993,14,2,41897
1755630593,30,2,26113
1755861413,2,2,41903
1757716553,26,2,41117
1757873333,2,2,41927
1758715073,22,2,41887
1759552913,22,2,41897
1759855313,26,2,41143
1760055233,10,2,41953
1760070593,14,2,41953
1760339033,30,2,26203
1760389913,6,2,41957
1760390873,10,2,41957
1760557697,4,2,41959
1760557937,8,2,41959
1761597353,30,2,26227
1762067633,22,2,41927
1762404377,4,2,41981
1763452937,20,2,41981
1764584153,22,2,41957
1765428293,2,2,42017
1765429313,10,2,42017
1765600457,12,2,42019
1766644937,20,2,42019
1768116017,24,2,41849
1768370897,28,2,38729
1768433273,30,2,26357
1769131817,12,2,42061
1769248913,26,2,41257
1769622593,22,2,42017
1769744033,26,2,41263
1769973137,12,2,42071
1770015593,30,2,26387
1770126833,22,2,42023
1770176297,20,2,42061
1770978953,6,2,42083
1772494457,8,2,42101
1773542777,20,2,42101
1775021177,4,2,42131
1775025257,12,2,42131
1775832833,30,2,26497
1777510313,26,2,41357
1779181577,24,2,41981
1779236777,4,2,42181
1779742973,2,2,42187
1779743033,6,2,42187
1780249253,2,2,42193
1780249313,6,2,42193
1780250273,10,2,42193
1780586813,2,2,42197
1780587833,10,2,42197
1780693217,24,2,41999
1781406953,22,2,42157
1781665217,16,2,42209
1782145433,26,2,41413
1782678377,16,2,42221
1783058513,30,2,26633
1783381673,18,2,42227
1784133137,4,2,42239
1784770613,4,3,1213
1784770853,8,3,1213
1785654113,6,2,42257
1785655073,10,2,42257
1785670433,14,2,42257
1786258073,30,2,26693
1787313833,22,2,42227
1788114233,18,2,42283
1788697853,2,2,42293
1789209497,12,2,42299
1789848353,22,2,42257
1791070913,30,2,26783
1791236333,2,2,42323
1791237353,10,2,42323
1791498473,18,2,42323
1792421573,2,2,42337
1794285137,8,2,42359
1795362593,30,2,26863
1795430633,22,2,42323
1795471193,6,2,42373
1795603697,28,2,39079
1796045177,16,2,42379
1796385377,28,2,39089
1796996897,4,2,42391
1797505673,6,2,42397
1798370033,14,2,42407
1798523297,4,2,42409
1798588817,16,2,42409
1798731617,28,2,39119
1798805153,30,2,26927
1800206033,30,2,26953
1800296777,28,2,39139
1801409273,10,2,42443
1801424633,14,2,42443
1801581473,26,2,41647
1802019377,28,2,39161
1802087657,8,2,42451
1802487361,11,3,1217
1802547953,22,2,42407
1803002057,16,2,42461
1803106433,6,2,42463
1803135977,20,2,42451
1803586217,28,2,39181
1803955793,6,2,42473
1804217873,18,2,42473
1804231399,11,5,71
1804360423,17,5,71
1804753793,22,2,42433
1805146193,10,2,42487
1805489177,12,2,42491
1806326503,21,5,71
1806689153,30,2,27073
1806791153,22,2,42457
1807015097,4,2,42509
1809615953,30,2,27127
1811098313,6,2,42557
1811114633,14,2,42557
1811360393,18,2,42557
1812120017,8,2,42569
1812290057,4,2,42571
1812817313,14,2,42577
1813827017,12,2,42589
1815292553,22,2,42557
1815435833,26,2,41813
1815762857,16,2,42611
1818320417,16,2,42641
1818426473,10,2,42643
1819713737,24,2,42461
1821053393,30,2,27337
1822100633,18,2,42683
1822293017,28,2,39419
1822350977,8,2,42689
1822694513,30,2,27367
1822970273,26,2,41903
1823375417,4,2,42701
1823399297,20,2,42689
1823440937,16,2,42701
1823546273,6,2,42703
1823547233,10,2,42703
1823792297,24,2,42509
1823808353,18,2,42703
1824058697,4,2,42709
1824058937,8,2,42709
1825520633,22,2,42677
1825596533,2,2,42727
1825961537,20,2,42719
1826452193,10,2,42737
1826713313,18,2,42737
1826965073,10,2,42743
1827740513,22,2,42703
1828606457,28,2,39499
1829016353,6,2,42767
1829067257,24,2,42571
1829530553,10,2,42773
1830727373,2,2,42787
1830989513,18,2,42787
1831240913,6,2,42793
1832537153,26,2,42017
1833041393,26,2,42023
1833210593,22,2,42767
1833703577,16,2,42821
1833723833,22,2,42773
1835032097,24,2,42641
1835091017,28,2,39581
1835371817,20,2,42829
1835435153,22,2,42793
1836379613,2,2,42853
1836641753,18,2,42853
1839536753,30,2,27673
1840573913,22,2,42853
1842223697,28,2,39671
1842384953,10,2,42923
1842899057,4,2,42929
1843586993,10,2,42937
1844101313,6,2,42943
1844117633,14,2,42943
1844960213,2,2,42953
1845081353,30,2,27773
1845647777,8,2,42961
1846163153,6,2,42967
1846748633,30,2,27803
1848054137,4,2,42989
1848243017,20,2,42979
1849258013,2,2,43003
1849890593,26,2,42223
1850008817,28,2,39769
1850118173,2,2,43013
1850118233,6,2,43013
1850380313,18,2,43013
1850415257,24,2,42821
1851879461,26,3,1213
1852128497,24,2,42841
1853100713,30,2,27917
1854147497,28,2,39821
1854684113,18,2,43063
1855112033,30,2,27953
1855740737,28,2,39841
1856332117,7,3,1229
1856463061,17,3,1229
1856856277,19,3,1229
1857101417,24,2,42899
1858960793,22,2,43067
1860455693,2,2,43133
1860525257,28,2,39901
1862008817,4,2,43151
1862012897,12,2,43151
1862074337,16,2,43151
1862424737,24,2,42961
1863057377,20,2,43151
1864644953,30,2,28123
1864649993,22,2,43133
1865289737,4,2,43189
1865289977,8,2,43189
1865293817,12,2,43189
1865355257,16,2,43189
1865409647,8,3,1231
1866326417,4,2,43201
1866845873,10,2,43207
1866896393,30,2,28163
1867411577,24,2,43019
1868244113,14,2,43223
1869155537,28,2,40009
1869993617,24,2,43049
1870554953,26,2,42467
1870916417,28,2,40031
1871064593,26,2,42473
1873330553,30,2,28277
1873669913,30,2,28283
1874110937,8,2,43291
1874114777,12,2,43291
1874462033,30,2,28297
1876016993,10,2,43313
1876278113,18,2,43313
1876535777,4,2,43319
1876539857,12,2,43319
1877575577,4,2,43331
1877612393,22,2,43283
1878207113,26,2,42557
1879563593,30,2,28387
1882066937,24,2,43189
1882177313,30,2,28433
1882779137,8,2,43391
1882782977,12,2,43391
1882973633,30,2,28447
1883299673,6,2,43397
1883473217,4,2,43399
1883538737,16,2,43399
1884514937,4,2,43411
1887120497,4,2,43441
1887186017,16,2,43441
1891119233,6,2,43487
1891135553,14,2,43487
1892819069,4,3,1237
1892819309,8,3,1237
1892884589,16,3,1237
1893211577,20,2,43499
1893560033,26,2,42737
1893745673,14,2,43517
1894352777,24,2,43331
1895818697,4,2,43541
1895822777,12,2,43541
1896009233,14,2,43543
1896685793,30,2,28687
1897259633,30,2,28697
1897445777,28,2,40361
1897836233,26,2,42787
1898607353,10,2,43573
1898954933,2,2,43577
1899133337,12,2,43579
1899194777,16,2,43579
1900714793,14,2,43597
1902110153,14,2,43613
1902793457,20,2,43609
1902939497,28,2,40429
1903149233,22,2,43577
1903316153,10,2,43627
1903838753,6,2,43633
1904100833,18,2,43633
1905235457,8,2,43649
1905314393,30,2,28837
1905409817,4,2,43651
1905413897,12,2,43651
1906283777,20,2,43649
1906287017,12,2,43661
1906288073,22,2,43613
1906458377,20,2,43651
1906985657,12,2,43669
1907045513,30,2,28867
1908969017,16,2,43691
1910513153,30,2,28927
1910860313,30,2,28933
1911197417,28,2,40531
1914326033,10,2,43753
1914587153,18,2,43753
1914850337,8,2,43759
1915906457,24,2,43579
1916064737,28,2,40591
1916426753,10,2,43777
1916780057,12,2,43781
1916841497,16,2,43781
1917301433,6,2,43787
1918527617,4,2,43801
1919213753,30,2,29077
1921875353,26,2,43067
1924115513,26,2,43093
1924313753,6,2,43867
1926244337,4,2,43889
1926244577,8,2,43889
1926248417,12,2,43889
1927292897,20,2,43889
1928101577,28,2,40739
1928351573,2,2,43913
1928507993,22,2,43867
1929079457,28,2,40751
1930109513,10,2,43933
1931249393,18,2,43943
1931470193,30,2,29287
1931627297,24,2,43759
1932569777,8,2,43961
1933007513,18,2,43963
1933273217,8,2,43969
1933553177,24,2,43781
1934166713,30,2,29333
1934988233,30,2,29347
1935208097,4,2,43991
1935208337,8,2,43991
1935304817,24,2,43801
1935442697,28,2,40829
1935737033,10,2,43997
1936939673,22,2,43963
1937497313,10,2,44017
1937512673,14,2,44017
1937848457,4,2,44021
1938618377,16,2,44029
1939454753,30,2,29423
1940658257,20,2,44041
1940666813,2,2,44053
1941199577,12,2,44059
1941221033,30,2,29453
1942399553,30,2,29473
1943301617,20,2,44071
1943663633,6,2,44087
1944888497,20,2,44089
1944898217,4,2,44101
1945256057,28,2,40949
1946855513,14,2,44123
1947545417,8,2,44131
1947610697,16,2,44131
1947949313,30,2,29567
1948457633,14,3,1249
1950050177,24,2,43969
1951033433,22,2,44123
1951077257,4,2,44171
1951784057,4,2,44179
1952667737,4,2,44189
1952832617,20,2,44179
1953728657,8,2,44201
1953793937,16,2,44201
1954167353,18,2,44203
1954258853,2,2,44207
1954275233,14,2,44207
1956386897,24,2,44041
1957198553,30,2,29723
1957974017,4,2,44249
1958453153,22,2,44207
1959022577,20,2,44249
1959214193,10,2,44263
1959567293,2,2,44267
1959583673,14,2,44267
1960098533,2,2,44273
1960360673,18,2,44273
1960695377,16,2,44279
1960806977,4,2,44281
1960838153,26,2,43517
1961855537,20,2,44281
1961886233,14,2,44293
1963101713,26,2,43543
1964322377,24,2,44131
1964969177,28,2,41189
1965957857,28,2,41201
1966063793,26,2,43577
1967076737,16,2,44351
1967543453,2,2,44357
1967613563,30,7,19
1967854457,24,2,44171
1968768713,30,2,29917
1969677257,12,2,44381
1970383577,8,2,44389
1970423993,26,2,43627
1970505617,24,2,44201
1972869893,2,2,44417
1972869953,6,2,44417
